player_name,season,round_number,round_pick,overall_pick,draft_type,team_id,team_city,team_name,team_abbreviation,organization,organization_type,player_profile_flag
Joffrey Lauvergne,2013,2,25,55,Draft,1610612763,Memphis,Grizzlies,MEM,KK Partizan (Serbia),Other Team/Club,1
Peyton Siva,2013,2,26,56,Draft,1610612765,Detroit,Pistons,DET,Louisville,College/University,1
Alex Oriakhi,2013,2,27,57,Draft,1610612756,Phoenix,Suns,PHX,Missouri,College/University,0
Deshaun Thomas,2013,2,28,58,Draft,1610612759,San Antonio,Spurs,SAS,Ohio State,College/University,1
Bojan Dubljevic,2013,2,29,59,Draft,1610612750,Minnesota,Timberwolves,MIN,Valencia BC (Spain),Other Team/Club,0
Janis Timma,2013,2,30,60,Draft,1610612763,Memphis,Grizzlies,MEM,BK Ventspils (Latvia),Other Team/Club,0
Karl-Anthony Towns,2015,1,1,1,Draft,1610612750,Minnesota,Timberwolves,MIN,Kentucky,College/University,1
D'Angelo Russell,2015,1,2,2,Draft,1610612747,Los Angeles,Lakers,LAL,Ohio State,College/University,1
Jahlil Okafor,2015,1,3,3,Draft,1610612755,Philadelphia,76ers,PHI,Duke,College/University,1
Kristaps Porzingis,2015,1,4,4,Draft,1610612752,New York,Knicks,NYK,CB Sevilla (Spain),Other Team/Club,1
Mario Hezonja,2015,1,5,5,Draft,1610612753,Orlando,Magic,ORL,FC Barcelona Basquet (Spain),Other Team/Club,1
Willie Cauley-Stein,2015,1,6,6,Draft,1610612758,Sacramento,Kings,SAC,Kentucky,College/University,1
Emmanuel Mudiay,2015,1,7,7,Draft,1610612743,Denver,Nuggets,DEN,Guangdong Southern Tigers (China),Other Team/Club,1
Stanley Johnson,2015,1,8,8,Draft,1610612765,Detroit,Pistons,DET,Arizona,College/University,1
Frank Kaminsky,2015,1,9,9,Draft,1610612766,Charlotte,Hornets,CHA,Wisconsin,College/University,1
Justise Winslow,2015,1,10,10,Draft,1610612748,Miami,Heat,MIA,Duke,College/University,1
Myles Turner,2015,1,11,11,Draft,1610612754,Indiana,Pacers,IND,Texas,College/University,1
Trey Lyles,2015,1,12,12,Draft,1610612762,Utah,Jazz,UTA,Kentucky,College/University,1
Devin Booker,2015,1,13,13,Draft,1610612756,Phoenix,Suns,PHX,Kentucky,College/University,1
Cameron Payne,2015,1,14,14,Draft,1610612760,Oklahoma City,Thunder,OKC,Murray State,College/University,1
Kelly Oubre Jr.,2015,1,15,15,Draft,1610612737,Atlanta,Hawks,ATL,Kansas,College/University,1
Terry Rozier,2015,1,16,16,Draft,1610612738,Boston,Celtics,BOS,Louisville,College/University,1
Rashad Vaughn,2015,1,17,17,Draft,1610612749,Milwaukee,Bucks,MIL,Nevada-Las Vegas,College/University,1
Sam Dekker,2015,1,18,18,Draft,1610612745,Houston,Rockets,HOU,Wisconsin,College/University,1
Jerian Grant,2015,1,19,19,Draft,1610612764,Washington,Wizards,WAS,Notre Dame,College/University,1
Delon Wright,2015,1,20,20,Draft,1610612761,Toronto,Raptors,TOR,Utah,College/University,1
Justin Anderson,2015,1,21,21,Draft,1610612742,Dallas,Mavericks,DAL,Virginia,College/University,1
Bobby Portis,2015,1,22,22,Draft,1610612741,Chicago,Bulls,CHI,Arkansas,College/University,1
Rondae Hollis-Jefferson,2015,1,23,23,Draft,1610612757,Portland,Trail Blazers,POR,Arizona,College/University,1
Tyus Jones,2015,1,24,24,Draft,1610612739,Cleveland,Cavaliers,CLE,Duke,College/University,1
Jarell Martin,2015,1,25,25,Draft,1610612763,Memphis,Grizzlies,MEM,Louisiana State,College/University,1
Nikola Milutinov,2015,1,26,26,Draft,1610612759,San Antonio,Spurs,SAS,KK Partizan (Serbia),Other Team/Club,0
Larry Nance Jr.,2015,1,27,27,Draft,1610612747,Los Angeles,Lakers,LAL,Wyoming,College/University,1
RJ Hunter,2015,1,28,28,Draft,1610612738,Boston,Celtics,BOS,Georgia State,College/University,1
Chris McCullough,2015,1,29,29,Draft,1610612751,Brooklyn,Nets,BKN,Syracuse,College/University,1
Kevon Looney,2015,1,30,30,Draft,1610612744,Golden State,Warriors,GSW,California-Los Angeles,College/University,1
Cedi Osman,2015,2,1,31,Draft,1610612750,Minnesota,Timberwolves,MIN,Anadolu Efes S.K. (Turkey),Other Team/Club,1
Montrezl Harrell,2015,2,2,32,Draft,1610612745,Houston,Rockets,HOU,Louisville,College/University,1
Jordan Mickey,2015,2,3,33,Draft,1610612738,Boston,Celtics,BOS,Louisiana State,College/University,1
Anthony Brown,2015,2,4,34,Draft,1610612747,Los Angeles,Lakers,LAL,Stanford,College/University,1
Willy Hernangomez,2015,2,5,35,Draft,1610612755,Philadelphia,76ers,PHI,CB Sevilla (Spain),Other Team/Club,1
Rakeem Christmas,2015,2,6,36,Draft,1610612750,Minnesota,Timberwolves,MIN,Syracuse,College/University,1
Richaun Holmes,2015,2,7,37,Draft,1610612755,Philadelphia,76ers,PHI,Bowling Green,College/University,1
Darrun Hilliard,2015,2,8,38,Draft,1610612765,Detroit,Pistons,DET,Villanova,College/University,1
Juan Pablo Vaulet,2015,2,9,39,Draft,1610612766,Charlotte,Hornets,CHA,Bahia Basket (Argentina),Other Team/Club,0
Josh Richardson,2015,2,10,40,Draft,1610612748,Miami,Heat,MIA,Tennessee,College/University,1
Pat Connaughton,2015,2,11,41,Draft,1610612751,Brooklyn,Nets,BKN,Notre Dame,College/University,1
Olivier Hanlan,2015,2,12,42,Draft,1610612762,Utah,Jazz,UTA,Boston College,College/University,0
Joe Young,2015,2,13,43,Draft,1610612754,Indiana,Pacers,IND,Oregon,College/University,1
Andrew Harrison,2015,2,14,44,Draft,1610612756,Phoenix,Suns,PHX,Kentucky,College/University,1
Marcus Thornton,2015,2,15,45,Draft,1610612738,Boston,Celtics,BOS,William & Mary,College/University,0
Norman Powell,2015,2,16,46,Draft,1610612749,Milwaukee,Bucks,MIL,California-Los Angeles,College/University,1
Arturas Gudaitis,2015,2,17,47,Draft,1610612755,Philadelphia,76ers,PHI,BC Zalgiris (Lithuania),Other Team/Club,0
Dakari Johnson,2015,2,18,48,Draft,1610612760,Oklahoma City,Thunder,OKC,Kentucky,College/University,1
Aaron White,2015,2,19,49,Draft,1610612764,Washington,Wizards,WAS,Iowa,College/University,0
Marcus Eriksson,2015,2,20,50,Draft,1610612737,Atlanta,Hawks,ATL,FC Barcelona Basquet (Spain),Other Team/Club,0
Tyler Harvey,2015,2,21,51,Draft,1610612753,Orlando,Magic,ORL,Eastern Washington,College/University,0
Satnam Singh,2015,2,22,52,Draft,1610612742,Dallas,Mavericks,DAL,IMG Academy,High School,0
Sir'Dominic Pointer,2015,2,23,53,Draft,1610612739,Cleveland,Cavaliers,CLE,St. John's (NY),College/University,0
Daniel Diez,2015,2,24,54,Draft,1610612762,Utah,Jazz,UTA,San Sebastian Gipuzkoa BC (Spain),Other Team/Club,0
Cady Lalanne,2015,2,25,55,Draft,1610612759,San Antonio,Spurs,SAS,Massachusetts,College/University,0
Branden Dawson,2015,2,26,56,Draft,1610612740,New Orleans,Pelicans,NOP,Michigan State,College/University,1
Nikola Radicevic,2015,2,27,57,Draft,1610612743,Denver,Nuggets,DEN,CB Sevilla (Spain),Other Team/Club,0
JP Tokoto,2015,2,28,58,Draft,1610612755,Philadelphia,76ers,PHI,North Carolina,College/University,1
Dimitrios Agravanis,2015,2,29,59,Draft,1610612737,Atlanta,Hawks,ATL,Olympiacos B.C. (Greece),Other Team/Club,0
Luka Mitrovic,2015,2,30,60,Draft,1610612755,Philadelphia,76ers,PHI,Red Star Belgrade (Serbia),Other Team/Club,0
Ben Simmons,2016,1,1,1,Draft,1610612755,Philadelphia,76ers,PHI,Louisiana State,College/University,1
Brandon Ingram,2016,1,2,2,Draft,1610612747,Los Angeles,Lakers,LAL,Duke,College/University,1
Jaylen Brown,2016,1,3,3,Draft,1610612738,Boston,Celtics,BOS,California,College/University,1
Dragan Bender,2016,1,4,4,Draft,1610612756,Phoenix,Suns,PHX,Maccabi Tel Aviv B.C. (Israel),Other Team/Club,1
Kris Dunn,2016,1,5,5,Draft,1610612750,Minnesota,Timberwolves,MIN,Providence,College/University,1
Buddy Hield,2016,1,6,6,Draft,1610612740,New Orleans,Pelicans,NOP,Oklahoma,College/University,1
Jamal Murray,2016,1,7,7,Draft,1610612743,Denver,Nuggets,DEN,Kentucky,College/University,1
Marquese Chriss,2016,1,8,8,Draft,1610612756,Phoenix,Suns,PHX,Washington,College/University,1
Jakob Poeltl,2016,1,9,9,Draft,1610612761,Toronto,Raptors,TOR,Utah,College/University,1
Thon Maker,2016,1,10,10,Draft,1610612749,Milwaukee,Bucks,MIL,,,1
Domantas Sabonis,2016,1,11,11,Draft,1610612760,Oklahoma City,Thunder,OKC,Gonzaga,College/University,1
Taurean Prince,2016,1,12,12,Draft,1610612762,Utah,Jazz,UTA,Baylor,College/University,1
Georgios Papagiannis,2016,1,13,13,Draft,1610612758,Sacramento,Kings,SAC,Panathinaikos B.C. (Greece),Other Team/Club,1
Denzel Valentine,2016,1,14,14,Draft,1610612741,Chicago,Bulls,CHI,Michigan State,College/University,1
Juancho Hernangomez,2016,1,15,15,Draft,1610612743,Denver,Nuggets,DEN,Movistar Estudiantes,Other Team/Club,1
Guerschon Yabusele,2016,1,16,16,Draft,1610612738,Boston,Celtics,BOS,SPO Rouen Basket,Other Team/Club,1
Wade Baldwin IV,2016,1,17,17,Draft,1610612763,Memphis,Grizzlies,MEM,Vanderbilt,College/University,1
Henry Ellenson,2016,1,18,18,Draft,1610612765,Detroit,Pistons,DET,Marquette,College/University,1
Malik Beasley,2016,1,19,19,Draft,1610612743,Denver,Nuggets,DEN,Florida State,College/University,1
Caris LeVert,2016,1,20,20,Draft,1610612754,Indiana,Pacers,IND,Michigan,College/University,1
DeAndre' Bembry,2016,1,21,21,Draft,1610612737,Atlanta,Hawks,ATL,Saint Joseph's,College/University,1
Malachi Richardson,2016,1,22,22,Draft,1610612766,Charlotte,Hornets,CHA,Syracuse,College/University,1
Ante Zizic,2016,1,23,23,Draft,1610612738,Boston,Celtics,BOS,KK Cibona (Croatia),Other Team/Club,1
Timothe Luwawu-Cabarrot,2016,1,24,24,Draft,1610612755,Philadelphia,76ers,PHI,KK Mega Vizura,Other Team/Club,1
Brice Johnson,2016,1,25,25,Draft,1610612746,LA,Clippers,LAC,North Carolina,College/University,1
Furkan Korkmaz,2016,1,26,26,Draft,1610612755,Philadelphia,76ers,PHI,Anadolu Efes S.K. (Turkey),Other Team/Club,1
Pascal Siakam,2016,1,27,27,Draft,1610612761,Toronto,Raptors,TOR,New Mexico State,College/University,1
Skal Labissiere,2016,1,28,28,Draft,1610612758,Sacramento,Kings,SAC,Kentucky,College/University,1
Dejounte Murray,2016,1,29,29,Draft,1610612759,San Antonio,Spurs,SAS,Washington,College/University,1
Damian Jones,2016,1,30,30,Draft,1610612744,Golden State,Warriors,GSW,Vanderbilt,College/University,1
Deyonta Davis,2016,2,1,31,Draft,1610612738,Boston,Celtics,BOS,Michigan State,College/University,1
Ivica Zubac,2016,2,2,32,Draft,1610612747,Los Angeles,Lakers,LAL,KK Mega Vizura,Other Team/Club,1
Cheick Diallo,2016,2,3,33,Draft,1610612746,LA,Clippers,LAC,Kansas,College/University,1
Tyler Ulis,2016,2,4,34,Draft,1610612756,Phoenix,Suns,PHX,Kentucky,College/University,1
Rade Zagorac,2016,2,5,35,Draft,1610612738,Boston,Celtics,BOS,KK Mega Vizura,Other Team/Club,1
Malcolm Brogdon,2016,2,6,36,Draft,1610612749,Milwaukee,Bucks,MIL,Virginia,College/University,1
Chinanu Onuaku,2016,2,7,37,Draft,1610612745,Houston,Rockets,HOU,Louisville,College/University,1
Patrick McCaw,2016,2,8,38,Draft,1610612744,Golden State,Warriors,GSW,Nevada-Las Vegas,College/University,1
David Michineau,2016,2,9,39,Draft,1610612740,New Orleans,Pelicans,NOP,Elan Chalon (France),Other Team/Club,0
Diamond Stone,2016,2,10,40,Draft,1610612740,New Orleans,Pelicans,NOP,Maryland,College/University,1
Stephen Zimmerman,2016,2,11,41,Draft,1610612753,Orlando,Magic,ORL,Nevada-Las Vegas,College/University,1
Isaiah Whitehead,2016,2,12,42,Draft,1610612751,Brooklyn,Nets,BKN,Seton Hall,College/University,1
Zhou Qi,2016,2,13,43,Draft,1610612745,Houston,Rockets,HOU,Xinjiang Guanghui,Other Team/Club,1
Isaia Cordinier,2016,2,14,44,Draft,1610612737,Atlanta,Hawks,ATL,Denain ASC Voltaire,Other Team/Club,0
Demetrius Jackson,2016,2,15,45,Draft,1610612738,Boston,Celtics,BOS,Notre Dame,College/University,1
AJ Hammons,2016,2,16,46,Draft,1610612742,Dallas,Mavericks,DAL,Purdue,College/University,1
Jake Layman,2016,2,17,47,Draft,1610612753,Orlando,Magic,ORL,Maryland,College/University,1
Paul Zipser,2016,2,18,48,Draft,1610612741,Chicago,Bulls,CHI,FC Bayern Muenchen,Other Team/Club,1
Michael Gbinije,2016,2,19,49,Draft,1610612765,Detroit,Pistons,DET,Syracuse,College/University,1
Georges Niang,2016,2,20,50,Draft,1610612754,Indiana,Pacers,IND,Iowa State,College/University,1
Ben Bentil,2016,2,21,51,Draft,1610612738,Boston,Celtics,BOS,Providence,College/University,1
Joel Bolomboy,2016,2,22,52,Draft,1610612762,Utah,Jazz,UTA,Weber State,College/University,1
Petr Cornelie,2016,2,23,53,Draft,1610612743,Denver,Nuggets,DEN,Le Mans Sarthe Basket (France),Other Team/Club,1
Kay Felder,2016,2,24,54,Draft,1610612737,Atlanta,Hawks,ATL,Oakland,High School,1
Marcus Paige,2016,2,25,55,Draft,1610612762,Utah,Jazz,UTA,North Carolina,College/University,1
Daniel Hamilton,2016,2,26,56,Draft,1610612743,Denver,Nuggets,DEN,Connecticut,College/University,1
Wang Zhelin,2016,2,27,57,Draft,1610612763,Memphis,Grizzlies,MEM,Fujian,Other Team/Club,0
Abdel Nader,2016,2,28,58,Draft,1610612738,Boston,Celtics,BOS,Iowa State,College/University,1
Isaiah Cousins,2016,2,29,59,Draft,1610612758,Sacramento,Kings,SAC,Oklahoma,College/University,1
Tyrone Wallace,2016,2,30,60,Draft,1610612762,Utah,Jazz,UTA,California,College/University,1
Markelle Fultz,2017,1,1,1,Draft,1610612755,Philadelphia,76ers,PHI,Washington,College/University,1
Lonzo Ball,2017,1,2,2,Draft,1610612747,Los Angeles,Lakers,LAL,California-Los Angeles,College/University,1
Jayson Tatum,2017,1,3,3,Draft,1610612738,Boston,Celtics,BOS,Duke,College/University,1
Josh Jackson,2017,1,4,4,Draft,1610612756,Phoenix,Suns,PHX,Kansas,College/University,1
De'Aaron Fox,2017,1,5,5,Draft,1610612758,Sacramento,Kings,SAC,Kentucky,College/University,1
Jonathan Isaac,2017,1,6,6,Draft,1610612753,Orlando,Magic,ORL,Florida State,College/University,1
Lauri Markkanen,2017,1,7,7,Draft,1610612750,Minnesota,Timberwolves,MIN,Arizona,College/University,1
Frank Ntilikina,2017,1,8,8,Draft,1610612752,New York,Knicks,NYK,SIG Strasbourg (France),Other Team/Club,1
Dennis Smith Jr.,2017,1,9,9,Draft,1610612742,Dallas,Mavericks,DAL,North Carolina State,College/University,1
Zach Collins,2017,1,10,10,Draft,1610612758,Sacramento,Kings,SAC,Gonzaga,College/University,1
Malik Monk,2017,1,11,11,Draft,1610612766,Charlotte,Hornets,CHA,Kentucky,College/University,1
Luke Kennard,2017,1,12,12,Draft,1610612765,Detroit,Pistons,DET,Duke,College/University,1
Donovan Mitchell,2017,1,13,13,Draft,1610612743,Denver,Nuggets,DEN,Louisville,College/University,1
Bam Adebayo,2017,1,14,14,Draft,1610612748,Miami,Heat,MIA,Kentucky,College/University,1
Justin Jackson,2017,1,15,15,Draft,1610612757,Portland,Trail Blazers,POR,North Carolina,College/University,1
Justin Patton,2017,1,16,16,Draft,1610612741,Chicago,Bulls,CHI,Creighton,College/University,1
D.J. Wilson,2017,1,17,17,Draft,1610612749,Milwaukee,Bucks,MIL,Michigan,College/University,1
T.J. Leaf,2017,1,18,18,Draft,1610612754,Indiana,Pacers,IND,California-Los Angeles,College/University,1
John Collins,2017,1,19,19,Draft,1610612737,Atlanta,Hawks,ATL,Wake Forest,College/University,1
Harry Giles III,2017,1,20,20,Draft,1610612757,Portland,Trail Blazers,POR,Duke,College/University,1
Terrance Ferguson,2017,1,21,21,Draft,1610612760,Oklahoma City,Thunder,OKC,Adelaide 36ers (Australia),Other Team/Club,1
Jarrett Allen,2017,1,22,22,Draft,1610612751,Brooklyn,Nets,BKN,Texas,College/University,1
O.G. Anunoby,2017,1,23,23,Draft,1610612761,Toronto,Raptors,TOR,Indiana,College/University,1
Tyler Lydon,2017,1,24,24,Draft,1610612762,Utah,Jazz,UTA,Syracuse,College/University,1
Anzejs Pasecniks,2017,1,25,25,Draft,1610612753,Orlando,Magic,ORL,CB Gran Canaria (Spain),Other Team/Club,1
Caleb Swanigan,2017,1,26,26,Draft,1610612757,Portland,Trail Blazers,POR,Purdue,College/University,1
Kyle Kuzma,2017,1,27,27,Draft,1610612751,Brooklyn,Nets,BKN,Utah,College/University,1
Tony Bradley,2017,1,28,28,Draft,1610612747,Los Angeles,Lakers,LAL,North Carolina,College/University,1
Derrick White,2017,1,29,29,Draft,1610612759,San Antonio,Spurs,SAS,Colorado,College/University,1
Josh Hart,2017,1,30,30,Draft,1610612762,Utah,Jazz,UTA,Villanova,College/University,1
Frank Jackson,2017,2,1,31,Draft,1610612766,Charlotte,Hornets,CHA,Duke,College/University,1
Davon Reed,2017,2,2,32,Draft,1610612756,Phoenix,Suns,PHX,Miami (FL),College/University,1
Wes Iwundu,2017,2,3,33,Draft,1610612753,Orlando,Magic,ORL,Kansas State,College/University,1
Frank Mason III,2017,2,4,34,Draft,1610612758,Sacramento,Kings,SAC,Kansas,College/University,1
Ivan Rabb,2017,2,5,35,Draft,1610612753,Orlando,Magic,ORL,California,College/University,1
Jonah Bolden,2017,2,6,36,Draft,1610612755,Philadelphia,76ers,PHI,Red Star Belgrade (Serbia),Other Team/Club,1
Semi Ojeleye,2017,2,7,37,Draft,1610612738,Boston,Celtics,BOS,Southern Methodist,College/University,1
Jordan Bell,2017,2,8,38,Draft,1610612741,Chicago,Bulls,CHI,Oregon,College/University,1
Jawun Evans,2017,2,9,39,Draft,1610612755,Philadelphia,76ers,PHI,Oklahoma State,College/University,1
Dwayne Bacon,2017,2,10,40,Draft,1610612740,New Orleans,Pelicans,NOP,Florida State,College/University,1
Tyler Dorsey,2017,2,11,41,Draft,1610612737,Atlanta,Hawks,ATL,Oregon,College/University,1
Thomas Bryant,2017,2,12,42,Draft,1610612762,Utah,Jazz,UTA,Indiana,College/University,1
Isaiah Hartenstein,2017,2,13,43,Draft,1610612745,Houston,Rockets,HOU,BC Zalgiris (Lithuania),Other Team/Club,1
Damyean Dotson,2017,2,14,44,Draft,1610612752,New York,Knicks,NYK,Houston,College/University,1
Dillon Brooks,2017,2,15,45,Draft,1610612745,Houston,Rockets,HOU,Oregon,College/University,1
Sterling Brown,2017,2,16,46,Draft,1610612755,Philadelphia,76ers,PHI,Southern Methodist,College/University,1
Ike Anigbogu,2017,2,17,47,Draft,1610612754,Indiana,Pacers,IND,California-Los Angeles,College/University,1
Sindarius Thornwell,2017,2,18,48,Draft,1610612749,Milwaukee,Bucks,MIL,South Carolina,College/University,1
Vlatko Cancar,2017,2,19,49,Draft,1610612743,Denver,Nuggets,DEN,KK Mega Leks (Serbia),Other Team/Club,1
Mathias Lessort,2017,2,20,50,Draft,1610612755,Philadelphia,76ers,PHI,Nanterre 92 (France),Other Team/Club,0
Monte Morris,2017,2,21,51,Draft,1610612743,Denver,Nuggets,DEN,Iowa State,College/University,1
Edmond Sumner,2017,2,22,52,Draft,1610612740,New Orleans,Pelicans,NOP,Xavier,College/University,1
Kadeem Allen,2017,2,23,53,Draft,1610612738,Boston,Celtics,BOS,Arizona,College/University,1
Alec Peters,2017,2,24,54,Draft,1610612756,Phoenix,Suns,PHX,Valparaiso,College/University,1
Nigel Williams-Goss,2017,2,25,55,Draft,1610612762,Utah,Jazz,UTA,Gonzaga,College/University,1
Jabari Bird,2017,2,26,56,Draft,1610612738,Boston,Celtics,BOS,California,College/University,1
Aleksandar Vezenkov,2017,2,27,57,Draft,1610612751,Brooklyn,Nets,BKN,FC Barcelona Basquet (Spain),Other Team/Club,0
Ognjen Jaramaz,2017,2,28,58,Draft,1610612752,New York,Knicks,NYK,KK Mega Leks (Serbia),Other Team/Club,0
Jaron Blossomgame,2017,2,29,59,Draft,1610612759,San Antonio,Spurs,SAS,Clemson,College/University,1
Alpha Kaba,2017,2,30,60,Draft,1610612737,Atlanta,Hawks,ATL,KK Mega Leks (Serbia),Other Team/Club,0
Deandre Ayton,2018,1,1,1,Draft,1610612756,Phoenix,Suns,PHX,Arizona,College/University,1
Marvin Bagley III,2018,1,2,2,Draft,1610612758,Sacramento,Kings,SAC,Duke,College/University,1
Luka Doncic,2018,1,3,3,Draft,1610612737,Atlanta,Hawks,ATL,Real Madrid Baloncesto (Spain),Other Team/Club,1
Jaren Jackson Jr.,2018,1,4,4,Draft,1610612763,Memphis,Grizzlies,MEM,Michigan State,College/University,1
Trae Young,2018,1,5,5,Draft,1610612742,Dallas,Mavericks,DAL,Oklahoma,College/University,1
Mo Bamba,2018,1,6,6,Draft,1610612753,Orlando,Magic,ORL,Texas,College/University,1
Wendell Carter Jr.,2018,1,7,7,Draft,1610612741,Chicago,Bulls,CHI,Duke,College/University,1
Collin Sexton,2018,1,8,8,Draft,1610612739,Cleveland,Cavaliers,CLE,Alabama,College/University,1
Kevin Knox II,2018,1,9,9,Draft,1610612752,New York,Knicks,NYK,Kentucky,College/University,1
Mikal Bridges,2018,1,10,10,Draft,1610612755,Philadelphia,76ers,PHI,Villanova,College/University,1
Shai Gilgeous-Alexander,2018,1,11,11,Draft,1610612766,Charlotte,Hornets,CHA,Kentucky,College/University,1
Miles Bridges,2018,1,12,12,Draft,1610612746,LA,Clippers,LAC,Michigan State,College/University,1
Jerome Robinson,2018,1,13,13,Draft,1610612746,LA,Clippers,LAC,Boston College,College/University,1
Michael Porter Jr.,2018,1,14,14,Draft,1610612743,Denver,Nuggets,DEN,Missouri,College/University,1
Troy Brown Jr.,2018,1,15,15,Draft,1610612764,Washington,Wizards,WAS,Oregon,College/University,1
Zhaire Smith,2018,1,16,16,Draft,1610612756,Phoenix,Suns,PHX,Texas Tech,College/University,1
Donte DiVincenzo,2018,1,17,17,Draft,1610612749,Milwaukee,Bucks,MIL,Villanova,College/University,1
Lonnie Walker IV,2018,1,18,18,Draft,1610612759,San Antonio,Spurs,SAS,Miami (FL),College/University,1
Kevin Huerter,2018,1,19,19,Draft,1610612737,Atlanta,Hawks,ATL,Maryland,College/University,1
Josh Okogie,2018,1,20,20,Draft,1610612750,Minnesota,Timberwolves,MIN,Georgia Tech,College/University,1
Grayson Allen,2018,1,21,21,Draft,1610612762,Utah,Jazz,UTA,Duke,College/University,1
Chandler Hutchison,2018,1,22,22,Draft,1610612741,Chicago,Bulls,CHI,Boise State,College/University,1
Aaron Holiday,2018,1,23,23,Draft,1610612754,Indiana,Pacers,IND,California-Los Angeles,College/University,1
Anfernee Simons,2018,1,24,24,Draft,1610612757,Portland,Trail Blazers,POR,IMG Academy,High School,1
Moritz Wagner,2018,1,25,25,Draft,1610612747,Los Angeles,Lakers,LAL,Michigan,College/University,1
Landry Shamet,2018,1,26,26,Draft,1610612755,Philadelphia,76ers,PHI,Wichita State,College/University,1
Robert Williams III,2018,1,27,27,Draft,1610612738,Boston,Celtics,BOS,Texas A&M,College/University,1
Jacob Evans,2018,1,28,28,Draft,1610612744,Golden State,Warriors,GSW,Cincinnati,College/University,1
Dzanan Musa,2018,1,29,29,Draft,1610612751,Brooklyn,Nets,BKN,KK Cedevita (Croatia),Other Team/Club,1
Omari Spellman,2018,1,30,30,Draft,1610612737,Atlanta,Hawks,ATL,Villanova,College/University,1
Elie Okobo,2018,2,1,31,Draft,1610612756,Phoenix,Suns,PHX,Elan Bearnais Pau-Orthez (France),Other Team/Club,1
Jevon Carter,2018,2,2,32,Draft,1610612763,Memphis,Grizzlies,MEM,West Virginia,College/University,1
Jalen Brunson,2018,2,3,33,Draft,1610612742,Dallas,Mavericks,DAL,Villanova,College/University,1
Devonte' Graham,2018,2,4,34,Draft,1610612737,Atlanta,Hawks,ATL,Kansas,College/University,1
Melvin Frazier Jr.,2018,2,5,35,Draft,1610612753,Orlando,Magic,ORL,Tulane,College/University,1
Mitchell Robinson,2018,2,6,36,Draft,1610612752,New York,Knicks,NYK,,,1
Gary Trent Jr.,2018,2,7,37,Draft,1610612758,Sacramento,Kings,SAC,Duke,College/University,1
Khyri Thomas,2018,2,8,38,Draft,1610612755,Philadelphia,76ers,PHI,Creighton,College/University,1
Isaac Bonga,2018,2,9,39,Draft,1610612755,Philadelphia,76ers,PHI,Fraport Skyliners (Germany),Other Team/Club,1
Rodions Kurucs,2018,2,10,40,Draft,1610612751,Brooklyn,Nets,BKN,FC Barcelona Basquet (Spain),Other Team/Club,1
Jarred Vanderbilt,2018,2,11,41,Draft,1610612753,Orlando,Magic,ORL,Kentucky,College/University,1
Bruce Brown,2018,2,12,42,Draft,1610612765,Detroit,Pistons,DET,Miami (FL),College/University,1
Justin Jackson,2018,2,13,43,Draft,1610612743,Denver,Nuggets,DEN,Maryland,College/University,0
Issuf Sanon,2018,2,14,44,Draft,1610612764,Washington,Wizards,WAS,KK Olimpija (Slovenia),Other Team/Club,0
Hamidou Diallo,2018,2,15,45,Draft,1610612751,Brooklyn,Nets,BKN,Kentucky,College/University,1
De'Anthony Melton,2018,2,16,46,Draft,1610612745,Houston,Rockets,HOU,Southern California,College/University,1
Svi Mykhailiuk,2018,2,17,47,Draft,1610612747,Los Angeles,Lakers,LAL,Kansas,College/University,1
Keita Bates-Diop,2018,2,18,48,Draft,1610612750,Minnesota,Timberwolves,MIN,Ohio State,College/University,1
Chimezie Metu,2018,2,19,49,Draft,1610612749,Milwaukee,Bucks,MIL,Southern California,College/University,1
Alize Johnson,2018,2,20,50,Draft,1610612754,Indiana,Pacers,IND,Missouri State,College/University,1
Tony Carr,2018,2,21,51,Draft,1610612740,New Orleans,Pelicans,NOP,Penn State,College/University,0
Vincent Edwards,2018,2,22,52,Draft,1610612762,Utah,Jazz,UTA,Purdue,College/University,1
Devon Hall,2018,2,23,53,Draft,1610612760,Oklahoma City,Thunder,OKC,Virginia,College/University,1
Shake Milton,2018,2,24,54,Draft,1610612742,Dallas,Mavericks,DAL,Southern Methodist,College/University,1
Arnoldas Kulboka,2018,2,25,55,Draft,1610612766,Charlotte,Hornets,CHA,Brose Bamberg (Germany),Other Team/Club,1
Ray Spalding,2018,2,26,56,Draft,1610612755,Philadelphia,76ers,PHI,Louisville,College/University,1
Kevin Hervey,2018,2,27,57,Draft,1610612760,Oklahoma City,Thunder,OKC,Texas-Arlington,College/University,1
Thomas Welsh,2018,2,28,58,Draft,1610612743,Denver,Nuggets,DEN,California-Los Angeles,College/University,1
George King,2018,2,29,59,Draft,1610612756,Phoenix,Suns,PHX,Colorado,College/University,1
Kostas Antetokounmpo,2018,2,30,60,Draft,1610612755,Philadelphia,76ers,PHI,Dayton,College/University,1
Zion Williamson,2019,1,1,1,Draft,1610612740,New Orleans,Pelicans,NOP,Duke,College/University,1
Ja Morant,2019,1,2,2,Draft,1610612763,Memphis,Grizzlies,MEM,Murray State,College/University,1
RJ Barrett,2019,1,3,3,Draft,1610612752,New York,Knicks,NYK,Duke,College/University,1
De'Andre Hunter,2019,1,4,4,Draft,1610612747,Los Angeles,Lakers,LAL,Virginia,College/University,1
Darius Garland,2019,1,5,5,Draft,1610612739,Cleveland,Cavaliers,CLE,Vanderbilt,College/University,1
